#  file: fmRawProjectLicense2010-May.txt
#  package: fmProjectData
#  description of file/package:
#
#  This package includes raw data files from our database of Freshmeat project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw data was inserted into database by running the scripts:
#  scraper.pl and url_resolver.pl on the RDF files provided by Freshmeat. Get 
#  these files like this:
#  curl -O http://download.freshmeat.net/backend/fm-projects.rdf.bz2
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT project_id, projectname_short, license
#  FROM fm_projects
#  WHERE datasource_id=218
#  ORDER BY project_id
#
#  datasource_id = 218 is the 2010-May run on freshmeat.
project_id	projectname_short	license
16441	ibam\n    	GPL\n    
16445	systeminstaller\n    	GPL\n    
16451	smcroute\n    	Public Domain\n    
16452	skunkdav\n    	GPL\n    
16453	jedit-syntax\n    	MIT/X\n    
16456	easycontacts\n    	GPL\n    
16457	jacobcommentboard\n    	\n    
16458	roundup\n    	Python\n    
16459	awebdap\n    	\n    
16461	xmlmind_xml_editor\n    	\n    
16463	babychess\n    	GPL\n    
16464	pleac\n    	FDL\n    
16465	phppgads\n    	GPL\n    
16466	nethttpclient\n    	GPL\n    
16467	kraftwurfel\n    	GPL\n    
16469	jcast-x\n    	GPL\n    
16470	flan\n    	GPL\n    
16471	maso\n    	GPL\n    
16475	jfor\n    	MPL\n    
16476	m2p2\n    	Public Domain\n    
16478	spacecraft\n    	GPL\n    
16480	vgettyservlet\n    	GPL\n    
16481	davidsperlgames\n    	GPL\n    
16483	v3proxy\n    	GPL\n    
16484	uip\n    	BSD Original\n    
16485	spirit\n    	zlib/libpng\n    
16487	mailer\n    	Other\n    
16491	hierarchic_sitemapper\n    	GPL\n    
16493	sandsurfer\n    	GPL\n    
16494	rfd\n    	GPL\n    
16495	libthai\n    	LGPL\n    
16498	sfl\n    	\n    
16500	agrep\n    	\n    
16506	phppackage\n    	GPL\n    
16507	libdbi\n    	LGPL\n    
16508	gnome-system-monitor\n    	GPL\n    
16510	cosmosmash\n    	GPL\n    
16512	dcp-portal\n    	GPL\n    
16514	mview\n    	LGPL\n    
16520	tree_hh\n    	GPL\n    
16521	soapuddi\n    	Apache\n    
16522	kcad\n    	BSD Original\n    
16523	explosions_demo\n    	GPL\n    
16524	astrocosmology\n    	Artistic\n    
16525	nabn\n    	GPL\n    
16527	smreject\n    	Public Domain\n    
16528	dtags\n    	GPL\n    
16530	iptrafficvolume\n    	GPL\n    
16531	pywordnet\n    	Artistic\n    
16532	bluez\n    	GPL\n    
16533	skunkweb\n    	GPL\n    
16534	udhcp\n    	GPL\n    
16535	shorten\n    	\n    
16540	sixbs\n    	LGPL\n    
16542	recode-ru\n    	Freeware\n    
16544	kkbswitch\n    	GPL\n    
16549	txt2graph\n    	GPL\n    
16550	ircus\n    	Public Domain\n    
16551	maplebot\n    	GPL\n    
16556	inphorm\n    	LGPL\n    
16558	libtrash\n    	GPL\n    
16559	kalculator\n    	Public Domain\n    
16560	pyttymon\n    	GPL\n    
16561	pmcms\n    	BSD Original\n    
16564	eestock\n    	GPL\n    
16565	tsshp\n    	BSD Original\n    
16568	lyscvs\n    	GPL\n    
16571	mozstreamer\n    	LGPL\n    
16572	jlouiss\n    	GPL\n    
16575	potbot\n    	GPL\n    
16577	rtfconverter\n    	GPL\n    
16579	iv\n    	GPL\n    
16581	nomarch\n    	GPL\n    
16582	libdbx\n    	GPL\n    
16583	k-dbx\n    	GPL\n    
16586	ryansiob\n    	GPL\n    
16589	x10bot\n    	GPL\n    
16590	stringtaglib\n    	Apache\n    
16593	bick\n    	GPL\n    
16594	oss3d\n    	\n    
16595	gridflow\n    	GPL\n    
16596	tunnelc\n    	BSD Original\n    
16597	manauton\n    	GPL\n    
16598	libffi\n    	BSD Original\n    
16600	pen\n    	GPL\n    
16601	dbg\n    	\n    
16609	hp48cc\n    	BSD Original\n    
16610	acpid\n    	GPL\n    
16611	yehia\n    	LGPL\n    
16613	empris\n    	Artistic\n    
16617	web-news\n    	GPL\n    
16619	vmips\n    	GPL\n    
16624	imapfilter\n    	MIT/X\n    
16631	jaxen\n    	BSD Original\n    
16632	viztool\n    	GPL\n    
16634	katrina\n    	GPL\n    
16636	phpcalender\n    	GPL\n    
16637	phpmysite\n    	GPL\n    
16641	zenewsget\n    	GPL\n    
16643	exb\n    	GPL\n    
16645	mailscanner\n    	GPL\n    
16648	getpot\n    	LGPL\n    
16652	gvrflash\n    	GPL\n    
16653	kwest\n    	GPL\n    
16654	jmax\n    	GPL\n    
16659	renameutils\n    	GPL\n    
16660	regex-markup\n    	GPL\n    
16661	fly\n    	\n    
16663	phplayersmenu\n    	GPL\n    
16664	webtest\n    	Artistic\n    
16665	atris\n    	GPL\n    
16666	guideparser\n    	GPL\n    
16667	bib2htmlwkiri\n    	GPL\n    
16668	nqxml\n    	LGPL\n    
16669	smessy\n    	GPL\n    
16670	datavision\n    	Apache 2.0\n    
16671	plesk\n    	Other\n    
16672	ipdf\n    	GPL\n    
16674	rbagenda\n    	LGPL\n    
16675	keso\n    	GPL\n    
16676	remote_update_pl\n    	GPL\n    
16677	pyslice\n    	GPL\n    
16680	searchage\n    	GPL\n    
16681	superzoom\n    	GPL\n    
16683	bookmark4u\n    	GPL\n    
16684	xsf\n    	GPL\n    
16685	mcntp\n    	BSD Original\n    
16687	jettalk\n    	GPL\n    
16688	grubinvaders\n    	GPL\n    
16692	phpeinaus\n    	GPL\n    
16694	ibaccess\n    	MPL\n    
16695	xrmap\n    	GPL\n    
16696	wadext2\n    	GPL\n    
16697	ipcheck\n    	GPL\n    
16699	gtkdictionary\n    	GPL\n    
16700	carboncopy\n    	GPL\n    
16701	pydo\n    	GPL\n    
16702	phptidyht\n    	BSD Original\n    
16706	centrallix\n    	GPL\n    
16707	kexx2\n    	GPL\n    
16708	grx\n    	LGPL\n    
16711	bindconfig\n    	GPL\n    
16712	compiere\n    	MPL\n    
16715	rawwriteforwindows\n    	GPL\n    
16718	artemis\n    	GPL\n    
16719	tclads\n    	GPL\n    
16720	phpom\n    	GPL\n    
16721	dctc\n    	GPL\n    
16722	planetfinder\n    	GPL\n    
16724	pmtolatex\n    	GPL\n    
16725	yaps\n    	GPL\n    
16726	cim\n    	GPL\n    
16727	synaptic\n    	GPL\n    
16728	scsh\n    	\n    
16729	dlh\n    	GPL\n    
16730	startany\n    	GPL\n    
16731	netview\n    	GPL\n    
16732	jslib\n    	MPL\n    
16736	3dpong\n    	GPL\n    
16739	tidarque\n    	MIT/X\n    
16741	atari800\n    	GPL\n    
16743	perlantispamesmtpdsmtp\n    	GPL\n    
16747	luafltk\n    	LGPL\n    
16748	cheapneasy\n    	Freeware\n    
16749	viewklass\n    	LGPL\n    
16750	uox3\n    	GPL\n    
16751	libraftp\n    	GPL\n    
16754	dummyidentd\n    	Shareware\n    
16755	radiussplit\n    	Shareware\n    
16756	imgv\n    	GPL\n    
16759	fuellog\n    	GPL\n    
16760	gctb\n    	GPL\n    
16763	foxcalculator\n    	GPL\n    
16764	webgui\n    	GPL\n    
16768	blitz\n    	Artistic\n    
16769	opencpp\n    	\n    
16770	openjava\n    	\n    
16771	javassist\n    	\n    
16772	lookuplet\n    	GPL\n    
16773	rmc2\n    	GPL\n    
16776	kissme-classpath\n    	GPL\n    
16778	jxta\n    	Apache\n    
16780	lokilibrary\n    	\n    
16784	openadapter\n    	BSD Original\n    
16785	brazil\n    	SUN Community Source\n    
16786	libapache-admin-config\n    	GPL\n    
16787	msearch\n    	GPL\n    
16789	adsl\n    	GPL\n    
16790	chsuf\n    	GPL\n    
16791	mavbiff\n    	BSD Original\n    
16793	pcity\n    	GPL\n    
16794	pgosd\n    	GPL\n    
16797	replaceit\n    	BSD Original\n    
16803	isdnwatch\n    	GPL\n    
16805	popupcalendar\n    	GPL\n    
16807	judge\n    	GPL\n    
16808	airsnort\n    	GPL\n    
16810	hliconlib\n    	BSD Original\n    
16812	mnwclient\n    	GPL\n    
16814	pcl2up\n    	GPL\n    
16816	gempire\n    	GPL\n    
16818	nmonitor\n    	Freeware\n    
16822	mziq\n    	BSD Original\n    
16826	ip-packetgenerator\n    	GPL\n    
16830	tuxkart\n    	GPL\n    
16832	freeglut\n    	MIT/X\n    
16833	narc\n    	BSD Original\n    
16834	pricemail\n    	GPL\n    
16836	toast-timer\n    	GPL\n    
16837	linkchk\n    	GPL\n    
16838	htmlcal\n    	GPL\n    
16840	ldrawflg\n    	GPL\n    
16841	cgipaf\n    	GPL\n    
16842	gpsdrive\n    	GPL\n    
16843	pwpage\n    	GPL\n    
16844	mcalc\n    	GPL\n    
16845	jo\n    	LGPL\n    
16847	qmailsingleuid\n    	Shareware\n    
16849	webcpp\n    	GPL\n    
16850	araw\n    	Public Domain\n    
16852	phphtmllib\n    	GPL\n    
16853	echelonsig\n    	GPL\n    
16856	gtkgamma\n    	GPL\n    
16857	reoback\n    	GPL\n    
16861	ltc\n    	GPL\n    
16863	dictionary\n    	GPL\n    
16864	xercesc\n    	Apache\n    
16866	wingl\n    	GPL\n    
16867	ekiga\n    	GPL\n    
16873	arbitroweb\n    	GPL\n    
16874	screentest\n    	GPL\n    
16875	rdiff-backup\n    	GPL\n    
16877	macs\n    	GPL\n    
16879	ibmswlinuxcd\n    	\n    
16881	ttyload\n    	\n    
16885	nsspgsql\n    	GPL\n    
16887	pdf-api2\n    	Artistic\n    
16889	ferite\n    	BSD Original\n    
16890	mod_ferite\n    	BSD Original\n    
16891	contenido\n    	GPL\n    
16892	lotrmap\n    	GPL\n    
16894	ringd_py\n    	GPL\n    
16900	prngd\n    	\n    
16903	extproc_perl\n    	Artistic\n    
16905	phplicensewatcher\n    	GPL\n    
16906	pixrotozoomer\n    	GPL\n    
16907	skvotes\n    	GPL\n    
16908	hawserwar\n    	GPL\n    
16909	scrapeforge\n    	GPL\n    
16910	ssthreads\n    	LGPL\n    
16912	ptscp\n    	GPL\n    
16913	geteltorito\n    	\n    
16916	tessellation\n    	GPL\n    
16920	ssh-smart\n    	GPL\n    
16921	3mtouchscreendriver\n    	GPL\n    
16922	grendel\n    	BSD Original\n    
16924	uposfp950\n    	GPL\n    
16925	kiwi\n    	LGPL\n    
16927	mapgenerator\n    	GPL\n    
16928	flyway\n    	GPL\n    
16929	givertcap\n    	GPL\n    
16931	emcast\n    	GPL\n    
16935	hotsheet\n    	BSD Original\n    
16936	pengpong\n    	GPL\n    
16939	iag\n    	GPL\n    
16941	videomiddlewareapi\n    	GPL\n    
16942	video4linuxtwoapi\n    	GPL\n    
16943	webmedia\n    	GPL\n    
16944	geodesp1sc10referenceplatform\n    	GPL\n    
16945	monoproject\n    	GPL\n    
16946	phpmimeclass\n    	GPL\n    
16947	freddy\n    	QPL\n    
16948	myperl\n    	GPL\n    
16949	convertall\n    	GPL\n    
16950	kos\n    	GPL\n    
16952	phobirc\n    	BSD Original\n    
16953	jamit\n    	GPL\n    
16954	treeline\n    	GPL\n    
16956	alphaworks-wsif\n    	Apache\n    
16960	krename\n    	GPL\n    
16962	jabbertest\n    	GPL\n    
16963	marvinobfuscator\n    	Freeware\n    
16965	libcomprex\n    	LGPL\n    
16966	pyos-chess\n    	GPL\n    
16967	drtux\n    	GPL\n    
16968	libpackman\n    	LGPL\n    
16969	gpkg\n    	GPL\n    
16970	qtfw\n    	BSD Original\n    
16972	moregroupware\n    	MIT/X\n    
16973	mailgraph\n    	GPL\n    
16974	rpcalc\n    	GPL\n    
16977	openmcl\n    	LGPL\n    
16978	gitk\n    	GPL\n    
16979	numa\n    	GPL\n    
16981	liveloops\n    	GPL\n    
16982	gstdint\n    	Artistic\n    
16983	liba52\n    	GPL\n    
16984	mailfront\n    	GPL\n    
16986	fdtools\n    	GPL\n    
16988	idtools\n    	GPL\n    
16989	mama-perl\n    	BSD Original\n    
16992	openbb\n    	Other\n    
16994	dgb\n    	GPL\n    
16995	mediadbs\n    	GPL\n    
16996	mod_auth_pgsql\n    	Freeware\n    
16997	openpgpwebmail\n    	GPL\n    
16998	lbrate\n    	GPL\n    
16999	issawebring\n    	GPL\n    
17000	libgxx\n    	LGPL\n    
17002	ntalk\n    	GPL\n    
17004	libmtrwe\n    	GPL\n    
17005	gerbv\n    	GPL\n    
17006	ebuffy\n    	GPL\n    
17008	phportal\n    	ZPL\n    
17010	filefarm\n    	GPL\n    
17011	ruby-session\n    	BSD Original\n    
17014	argyll\n    	GPL\n    
17016	pgreplica\n    	GPL\n    
17017	alfandega\n    	GPL\n    
17018	clsdb_inc\n    	GPL\n    
17019	clstable100_inc\n    	GPL\n    
17020	htmlslide\n    	GPL\n    
17022	shellcat\n    	GPL\n    
17027	ipmasq-howto\n    	GPL\n    
17030	blockit\n    	GPL\n    
17033	ed\n    	GPLv3\n    
17038	infocentral\n    	GPL\n    
17039	grlib\n    	GPL\n    
17040	timetrackxml\n    	LGPL\n    
17041	filecacheclass\n    	BSD Original\n    
17042	xlv\n    	GPL\n    
17045	gcgi\n    	LGPL\n    
17046	myadvogato\n    	Perl\n    
17047	ethstats\n    	Public Domain\n    
17049	prim\n    	GPL\n    
17051	newslib\n    	Artistic\n    
17052	ngreplib\n    	BSD Original\n    
17053	jericho\n    	BSD Original\n    
17054	dic\n    	GPL\n    
17055	cats2procmailrc\n    	Freeware\n    
17056	rpl2\n    	CeCILL\n    
17057	ports\n    	LGPL\n    
17058	shine\n    	GPL\n    
17059	microcode\n    	GPL\n    
17060	multi_isamchk\n    	GPL\n    
17062	clusters4linux\n    	\n    
17063	postnews\n    	GPL\n    
17065	htmltemplateexpre\n    	Artistic\n    
17066	sxml\n    	LGPL\n    
17067	jdiagram\n    	GPL\n    
17069	jetproxy\n    	Freeware\n    
17070	smyle\n    	LGPL\n    
17071	radmin\n    	\n    
17072	glabels\n    	GPL\n    
17073	shapelib\n    	MIT/X\n    
17074	textmaze\n    	GPL\n    
17077	genio\n    	GPL\n    
17078	anubis\n    	GPLv3\n    
17081	libast\n    	BSD Original\n    
17082	mixplayd\n    	GPL\n    
17083	openinteract\n    	Artistic\n    
17084	channelflow\n    	GPL\n    
17085	rpaf\n    	Apache\n    
17086	rubydoc\n    	BSD Original\n    
17087	cryptoslam\n    	GPL\n    
17088	crossover\n    	Other\n    
17089	tdl\n    	GPL\n    
17093	multignometerm\n    	GPL\n    
17094	gnbasic\n    	GPL\n    
17095	mynetpad\n    	GPL\n    
17099	libdvdread\n    	GPL\n    
17100	clusterit\n    	BSD Original\n    
17105	networkshell\n    	\n    
17106	asukphpftp\n    	GPL\n    
17108	demoroniser\n    	Public Domain\n    
17110	linuxssn\n    	GPL\n    
17111	ssex\n    	GPL\n    
17113	mynewsgroups\n    	GPL\n    
17114	articlemanager\n    	Other\n    
17115	ixo2xpm\n    	GPL\n    
17117	wackamole\n    	BSD Original\n    
17119	sendmail-accessdb\n    	Artistic\n    
17123	keychain\n    	GPLv2\n    
17127	netcrawler\n    	BSD Original\n    
17128	ae\n    	GPL\n    
17130	rsa-haskell\n    	Public Domain\n    
17132	kalarm\n    	GPL\n    
17134	videograb\n    	GPL\n    
17135	phpchart\n    	\n    
17136	bigletom\n    	GPL\n    
17137	gkrellmtimers\n    	GPL\n    
17141	consultcomm\n    	GPL\n    
17142	gnomoradio\n    	GPL\n    
17144	shxd\n    	GPL\n    
17145	webminstats\n    	GPL\n    
17147	sipl\n    	\n    
17149	bearopsdesktoplinux\n    	GPL\n    
17150	setistate\n    	GPL\n    
17153	makescan\n    	GPL\n    
17157	webbull\n    	GPL\n    
17159	initinf\n    	GPL\n    
17166	gdkxft\n    	LGPL\n    
17167	acpipower\n    	GPL\n    
17168	boucherot\n    	Artistic\n    
17169	kcamedia\n    	GPL\n    
17170	atg_dynamo_opentool\n    	LGPL\n    
17171	mod_auth_cache\n    	GPL\n    
17172	jitac\n    	\n    
17174	gvidm\n    	GPL\n    
17176	upgpverify\n    	GPL\n    
17177	jmp\n    	GPL\n    
17178	wmalms\n    	GPL\n    
17183	cipecfg\n    	GPL\n    
17186	xforgexml\n    	BSD Original\n    
17187	cvsplot\n    	GPL\n    
17189	kwhois\n    	GPL\n    
17193	melon\n    	GPL\n    
17194	efont-unicode-bdf\n    	BSD Original\n    
17195	hfloat\n    	GPL\n    
17196	xfm\n    	GPL\n    
17204	ldapdns\n    	GPL\n    
17205	dcache\n    	LGPL\n    
17206	changedfiles\n    	GPL\n    
17209	sunshop\n    	Other\n    
17210	xlog\n    	GPL\n    
17211	lasg\n    	\n    
17215	dbmanual\n    	FDL\n    
17217	rockdodger\n    	GPL\n    
17218	pwcal\n    	GPL\n    
17220	rbmyxml\n    	GPL\n    
17223	pyexif\n    	LGPL\n    
17230	deepsix\n    	GPL\n    
17231	httpgrabber\n    	BSD Original\n    
17234	smsspoof\n    	GPL\n    
17238	phpdonkey\n    	Public Domain\n    
17239	wepidia\n    	GPL\n    
17240	bitchburn\n    	GPL\n    
17242	napro\n    	GPL\n    
17243	todo-manager\n    	Python\n    
17246	karte_cgi\n    	GPL\n    
17247	banner\n    	GPL\n    
17249	eppinterpreter\n    	Apache\n    
17250	bffl\n    	GPL\n    
17251	iria\n    	GPL\n    
17252	soltalk\n    	GPL\n    
17253	dreamplay\n    	GPL\n    
17254	javamountains\n    	\n    
17255	terraservershop\n    	GPL\n    
17258	beyondlinuxfromscratch\n    	BSD Original\n    
17259	looper\n    	GPL\n    
17260	uzix\n    	GPL\n    
17261	mailidx\n    	GPL\n    
17263	benzo\n    	GPL\n    
17265	jcq2k\n    	LGPL\n    
17266	jreceiver\n    	BSD Original\n    
17267	lptransfer\n    	GPL\n    
17268	pmids\n    	GPL\n    
17269	vexed2\n    	GPL\n    
17271	uschedule\n    	GPL\n    
17274	tuxmath\n    	GPL\n    
17275	wlta\n    	GPL\n    
17276	zopendirectory\n    	GPL\n    
17277	rc_firewall\n    	BSD Original\n    
17279	pdnmesh\n    	GPL\n    
17280	webas\n    	GPL\n    
17281	psc\n    	GPL\n    
17282	keyman\n    	GPL\n    
17285	phpmobilemail120\n    	GPL\n    
17286	pglogd\n    	BSD Original\n    
17289	complete\n    	GPL\n    
17292	mxtemplate\n    	\n    
17293	math_calc_units\n    	Artistic\n    
17297	perldav\n    	GPL\n    
17298	losr\n    	LGPL\n    
17299	uml\n    	GPL\n    
17300	xlc\n    	GPL\n    
17301	gnatsweb\n    	GPL\n    
17303	chimera-web-portal\n    	GPL\n    
17307	pow\n    	BSD Original\n    
17308	flashtris\n    	GPL\n    
17309	aac\n    	Public Domain\n    
17310	pyopenssl\n    	LGPL\n    
17312	fortune-discworld\n    	GPL\n    
17313	fortune-hitchhiker\n    	GPL\n    
17314	bblcd\n    	GPL\n    
17315	phpmylist\n    	GPL\n    
17316	creatediscoveryandintergratewebservices\n    	\n    
17317	viper\n    	\n    
17318	pcopy\n    	GPL\n    
17320	ssh-keyserv\n    	GPL\n    
17321	xiua\n    	Other\n    
17323	php_template\n    	\n    
17324	bashmail\n    	GPL\n    
17326	atropos\n    	Artistic\n    
17327	glubs\n    	GPL\n    
17331	mime_lookup\n    	BSD Original\n    
17333	smackdir\n    	GPL\n    
17334	robocode\n    	\n    
17335	bosdl\n    	GPL\n    
17336	smdp\n    	GPL\n    
17337	renai\n    	GPL\n    
17338	siga\n    	GPL\n    
17339	pin\n    	GPL\n    
17342	pyfd\n    	GPL\n    
17346	dreamenc\n    	GPL\n    
17347	bitedit\n    	GPL\n    
17348	libhtmlform\n    	GPL\n    
17349	pycurl\n    	LGPL\n    
17351	tanne\n    	GPL\n    
17353	phpsurvey\n    	GPL\n    
17355	pyfile\n    	LGPL\n    
17357	imageviewerapplet\n    	GPL\n    
17358	xnap\n    	GPL\n    
17359	yawps\n    	GPL\n    
17360	merchantcgi\n    	Freeware\n    
17362	gwanderer\n    	LGPL\n    
17363	timelog\n    	GPL\n    
17364	tvspectre\n    	GPL\n    
17370	adlook\n    	MIT/X\n    
17371	aptsamever\n    	GPL\n    
17372	phpslideshow\n    	\n    
17374	hpinkjet\n    	BSD Original\n    
17375	tex2im\n    	GPL\n    
17377	magicfilter\n    	GPL\n    
17378	latex\n    	LPPL\n    
17382	photoview\n    	GPL\n    
17384	csgl\n    	BSD Original\n    
17386	mycd-db\n    	GPL\n    
17391	umailer\n    	BSD Original\n    
17392	sms4nothing\n    	GPL\n    
17399	gnocl\n    	BSD Revised\n    
17400	cqual\n    	GPL\n    
17403	palm2star\n    	GPL\n    
17405	netdude\n    	BSD Original\n    
17406	ectemplate\n    	GPL\n    
17409	phpsmtpd\n    	GPL\n    
17412	nsokoban\n    	GPL\n    
17415	lmtp2nntp\n    	GPL\n    
17416	sc\n    	Public Domain\n    
17418	pantomime\n    	LGPL\n    
17419	j0urnal\n    	BSD Original\n    
17420	supercow\n    	GPL\n    
17425	linuxsms\n    	GPL\n    
17427	netbrake\n    	MIT/X\n    
17430	athena-delete\n    	MIT/X\n    
17431	manderlbot\n    	GPL\n    
17433	kernin\n    	GPL\n    
17436	euler-gtk\n    	GPL\n    
17437	pcal\n    	\n    
17438	index\n    	\n    
17443	bw-acct\n    	GPL\n    
17450	eukleides\n    	GPLv3\n    
17451	xeukleides\n    	GPLv2\n    
17452	sanetracker\n    	GPL\n    
17453	preview-latex\n    	GPL\n    
17455	ftpindex\n    	GPL\n    
17456	jatha\n    	GPL\n    
17457	buginvoicing\n    	\n    
17458	bughotel\n    	\n    
17459	rhug\n    	\n    
17461	openbios\n    	GPL\n    
17462	lcdmod\n    	GPL\n    
17463	scummer\n    	GPL\n    
17464	thrust\n    	GPL\n    
17465	jabxpcom\n    	LGPL\n    
17466	cmms\n    	GPL\n    
17467	javadc\n    	GPL\n    
17468	sel\n    	LGPL\n    
17470	gltzpr\n    	LGPL\n    
17473	samlib\n    	GPL\n    
17475	fanout\n    	GPL\n    
17477	netmess\n    	Freeware\n    
17479	pinebk2muttbk\n    	GPL\n    
17480	getiathome\n    	GPL\n    
17481	gpgkeys\n    	GPL\n    
17482	qsubst\n    	\n    
17483	ren\n    	\n    
17485	clip\n    	GPL\n    
17487	x3270\n    	GPL\n    
17488	formproc\n    	Apache\n    
17492	boust\n    	GPL\n    
17497	metaruby\n    	\n    
17499	g_ift\n    	GPL\n    
17504	bsd-rs\n    	BSD Original\n    
17506	pr3287\n    	GPL\n    
17507	photolocker\n    	GPL\n    
17508	system-report\n    	GPL\n    
17512	syscalltrack\n    	GPL\n    
17514	wylib\n    	Other\n    
17520	judo\n    	GPL\n    
17521	sdlsound\n    	LGPL\n    
17523	datamanagement\n    	GPL\n    
17524	vdmfec\n    	GPL\n    
17526	skiplist\n    	GPL\n    
17529	pfm\n    	GPL\n    
17535	qtella\n    	GPL\n    
17536	ac-archive\n    	GPL\n    
17537	hotsanic\n    	GPL\n    
17540	nimda\n    	GPL\n    
17541	firegen\n    	GPL\n    
17542	wormreport\n    	Public Domain\n    
17545	rbtree\n    	\n    
17547	anthill\n    	GPL\n    
17548	jmodbus\n    	BSD Original\n    
17549	mjbd\n    	GPL\n    
17550	geskoctrl\n    	GPL\n    
17551	mod_xslt2\n    	GPL\n    
17552	h2w\n    	\n    
17554	muttaddressbook\n    	GPL\n    
17556	camas\n    	GPL\n    
17558	youreshop\n    	\n    
17560	cfour\n    	LGPL\n    
17561	mice\n    	GPL\n    
17562	minorfish\n    	GPL\n    
17563	macperl\n    	Artistic\n    
17569	evlog\n    	GPL\n    
17570	fish\n    	GPL\n    
17572	evochess\n    	Freeware\n    
17573	cupyvei\n    	GPL\n    
17577	washerdryer\n    	GPL\n    
17579	lxrad\n    	GPL\n    
17580	gnuyahoo\n    	GPL\n    
17581	formapp\n    	GPL\n    
17582	phpdirectory\n    	GPL\n    
17583	iptables_webminmodule\n    	GPL\n    
17585	toxicmail\n    	GPL\n    
17586	rombrowser\n    	GPL\n    
17587	mp3quicktag\n    	GPL\n    
17590	filetornado\n    	GPL\n    
17597	2vcard\n    	GPL\n    
17605	jopenrpg\n    	GPL\n    
17606	ul_drv\n    	GPL\n    
17608	ka-tools\n    	GPL\n    
17609	loadb\n    	GPL\n    
17611	perso\n    	GPL\n    
17614	securitylog2html\n    	GPL\n    
17617	lookout97\n    	GPL\n    
17619	torch\n    	GPL\n    
17620	sql-admin\n    	GPL\n    
17621	nettle\n    	GPL\n    
17622	gnotary_client\n    	GPL\n    
17623	clex\n    	GPL\n    
17624	sblim\n    	Common Public\n    
17625	kommunik\n    	GPL\n    
17626	gamma\n    	\n    
17628	bsd-jot\n    	BSD Original\n    
17630	lam\n    	BSD Original\n    
17632	cascadedatahub\n    	\n    
17633	cascadehistorian\n    	\n    
17634	cascadetextlogger\n    	\n    
17635	cogentcifdriver\n    	Other\n    
17636	filtergen\n    	GPL\n    
17637	cogentapi\n    	\n    
17640	srripc\n    	GPL\n    
17641	cdargs\n    	GPL\n    
17643	debtpayoff\n    	GPL\n    
17645	wavelan-tools\n    	GPL\n    
17646	groupphplibrary\n    	GPL\n    
17647	ocs-cardgame\n    	GPL\n    
17648	binclock\n    	GPL\n    
17653	zlb\n    	\n    
17655	phpfaq\n    	GPL\n    
17656	pearsession\n    	PHP\n    
17659	aqsis\n    	GPL\n    
17660	saxon\n    	MPL\n    
17661	i-man\n    	GPL\n    
17662	optv\n    	GPL\n    
17666	jwordgames\n    	GPL\n    
17668	scnannlib\n    	LGPL\n    
17669	xiqual\n    	LGPL\n    
17670	virtualaw\n    	GPL\n    
17672	webpub\n    	Shareware\n    
