#  file: rfDevProjects2010-May.txt
#  package: rfRawData
#  description of file/package:
#
#  This package includes raw data files from our database of RubyForge project 
#  information generated from the list of projects gathered in 2010-May
#
#  Raw html data was inserted into database by running our java-based Rubyforge 
#  spidering program based on the libraries at ossmole.sf.net in our CVS tree.
#  This html data was then parsed and scraped to extract interesting facts.
#
#  Scripts & raw data available at http://flossmole.org
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (after all we just spidered it ;)
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2010) 
#  The project is available at: http://flossmole.org
#
#  SELECT proj_unixname, dev_loginname, is_admin, position, date_collected, datasource_id
#  FROM rf_developer_projects
#  WHERE datasource_id=219
#  ORDER BY proj_unixname, dev_loginname
#
#  datasource_id = 219 is the 2010-May run on Rubyforge.

proj_unixname	dev_loginname	is_admin	position	date_collected	datasource_id
alexandria	mirko	0	Developer	2010-05-03 15:28:48	219
alexandria	nomeata	0	Developer	2010-05-03 15:28:48	219
alexandria	pterjan	0	Developer	2010-05-03 15:28:48	219
alexandria	skk	0	Developer	2010-05-03 15:28:48	219
alexandria	tlockney	0	Developer	2010-05-03 15:28:48	219
alexandria	tmalone	0	Developer	2010-05-03 15:28:48	219
alexandria	topher	0	Developer	2010-05-03 15:28:48	219
algorithms	austin	0	Senior Developer	2010-05-03 15:28:52	219
algorithms	kanwei	1	Default	2010-05-03 15:28:52	219
alice-invoice	rmoriz	1	Default	2010-05-03 15:28:56	219
alipay	congshuanglong	1	Default	2010-05-03 15:29:00	219
alldata	jfischoff	1	Default	2010-05-03 15:29:04	219
allegro4r	fryguy	1	Default	2010-05-03 15:29:07	219
allinoneruby	erikveen	1	Default	2010-05-03 15:29:11	219
allocine	jordanbracco	1	Default	2010-05-03 15:29:15	219
alloymiddleware	bradgessler	1	Default	2010-05-03 15:29:18	219
alogr	flazz	0	Senior Developer	2010-05-03 15:29:23	219
alogr	wayneeseguin	1	Admin	2010-05-03 15:29:23	219
alph	rich	1	Default	2010-05-03 15:29:27	219
alphabar	eric1234	1	Default	2010-05-03 15:29:31	219
alter-ego	avdi	1	Default	2010-05-03 15:29:34	219
alumina	kwangjun	1	Default	2010-05-03 15:29:38	219
alumni	christkv	1	Admin	2010-05-03 15:29:42	219
alumni	hisnice	1	Admin	2010-05-03 15:29:42	219
alumni	objo	1	Admin	2010-05-03 15:29:42	219
alumnionrails	ckl	0	Senior Developer	2010-05-03 15:29:47	219
alumnionrails	frankfee	0	Senior Developer	2010-05-03 15:29:47	219
alumnionrails	mdevantier	1	Admin	2010-05-03 15:29:47	219
alumnionrails	phw	1	Admin	2010-05-03 15:29:47	219
alumnionrails	ritscher	1	Default	2010-05-03 15:29:47	219
am-javamail	rykov	1	Default	2010-05-03 15:29:52	219
aman	alhowaymel	1	Default	2010-05-03 15:29:55	219
amatch	flori	1	Default	2010-05-03 15:29:58	219
amatohtli	neoriddle	1	Admin	2010-05-03 15:30:01	219
amazing	dag	1	Default	2010-05-03 15:30:05	219
amazon	marcel	1	Default	2010-05-03 15:30:09	219
amazon-ec2	grempe	1	Default	2010-05-03 15:30:12	219
amazon-ecs	jugend	1	Default	2010-05-03 15:30:16	219
amazon-fps-ruby	bleechack	1	Default	2010-05-03 15:30:19	219
amazon-hacks	harrisj	1	Default	2010-05-03 15:30:22	219
amazon-pa-api	completelynovel	1	Default	2010-05-03 15:30:27	219
amazon4r	romanandreg	1	Default	2010-05-03 15:30:32	219
amazonmerchant	jashmenn	1	Default	2010-05-03 15:30:35	219
amazonrecord	matthuhiggins	1	Default	2010-05-03 15:30:41	219
amber	intangiblefrog	1	Default	2010-05-03 15:30:44	219
amberjack	bearbr	1	Default	2010-05-03 15:30:47	219
ambient	tomfakes	1	Default	2010-05-03 15:30:50	219
ambientorb	aslak_hellesoy	1	Default	2010-05-03 15:30:55	219
ambition	automatthew	0	Adapter Author	2010-05-03 15:30:59	219
ambition	defunkt	1	Default	2010-05-03 15:30:59	219
ambition	drummr77	0	Adapter Author	2010-05-03 15:30:59	219
ambitioussphinx	dancroak	1	Admin	2010-05-03 15:31:03	219
ambitioussphinx	techpickles	1	Admin	2010-05-03 15:31:03	219
ambling	ahobson	1	Admin	2010-05-03 15:31:07	219
ambroseplugins	craigambrose	1	Default	2010-05-03 15:31:10	219
amethyst	hulihanapp	1	Default	2010-05-03 15:31:13	219
amf4r	yipstar	1	Default	2010-05-03 15:31:16	219
amfc	warhero	1	Default	2010-05-03 15:31:19	219
amfproxy	attachr	1	Default	2010-05-03 15:31:24	219
ammsmtp	jwulff	1	Default	2010-05-03 15:31:28	219
amphibian	nstielau	1	Default	2010-05-03 15:31:31	219
amqp	tmm1	1	Default	2010-05-03 15:31:35	219
amqp-utils	dougbarth	1	Default	2010-05-03 15:31:40	219
amrita2	tnakajima	1	Default	2010-05-03 15:31:44	219
amsenderplugin	cdybedahl	1	Default	2010-05-03 15:31:48	219
amtrack	bketelsen	1	Default	2010-05-03 15:31:53	219
amtrack	jimjames99	1	Admin	2010-05-03 15:31:53	219
amused	asommer	1	Admin	2010-05-03 15:31:57	219
amused	guapo442	0	Senior Developer	2010-05-03 15:31:57	219
amy	perplexes	1	Default	2010-05-03 15:32:01	219
anagram	pragdave	1	Admin	2010-05-03 15:32:05	219
analogger	wyhaines	1	Default	2010-05-03 15:32:09	219
analytics	aaronp	1	Default	2010-05-03 15:32:13	219
anchor	db-keen	1	Admin	2010-05-03 15:32:18	219
ancilla	ideas1	1	Admin	2010-05-03 15:32:22	219
andand	raganwald	1	Default	2010-05-03 15:32:26	219
andi	bagabandit	1	Default	2010-05-03 15:32:30	219
andrewid	maximander	1	Default	2010-05-03 15:32:34	219
andrewid	merichar	1	Admin	2010-05-03 15:32:34	219
anemone	chriskite	1	Default	2010-05-03 15:32:38	219
angel	ddollar	1	Default	2010-05-03 15:32:42	219
angelmap	philv	1	Default	2010-05-03 15:32:47	219
angeo	rubytux	1	Default	2010-05-03 15:32:51	219
animals	amayaperez	1	Admin	2010-05-03 15:32:54	219
animals	falkben	1	Admin	2010-05-03 15:32:55	219
animals	kghose	1	Default	2010-05-03 15:32:55	219
animaltracker	bignall	1	Default	2010-05-03 15:32:59	219
ankoder	mancjew	1	Admin	2010-05-03 15:33:04	219
ankoder	moming2k	1	Admin	2010-05-03 15:33:04	219
annals	geemus	1	Default	2010-05-03 15:33:07	219
annotate	alexch	1	Default	2010-05-03 15:33:12	219
annotate-models	ctran	1	Admin	2010-05-03 15:33:15	219
annotated	dtkirsch	1	Default	2010-05-03 15:33:20	219
annotations	cainlevy	1	Default	2010-05-03 15:33:25	219
annotationsec	nikku	1	Default	2010-05-03 15:33:29	219
annoy	delano	1	Default	2010-05-03 15:33:34	219
annttrainer	brunak	1	Admin	2010-05-03 15:33:37	219
ansi-sys	zunda	1	Default	2010-05-03 15:33:42	219
ant-mapper	totothink	1	Default	2010-05-03 15:33:46	219
antbuilder	azzoti	1	Default	2010-05-03 15:33:49	219
antbuilder	jvoegele	1	Admin	2010-05-03 15:33:49	219
anteater	batasrki	1	Admin	2010-05-03 15:33:54	219
anteater	sbrooks1983	0	Senior Developer	2010-05-03 15:33:54	219
antfarm	btrichardson	1	Admin	2010-05-03 15:33:58	219
anthill	arufanov	1	Default	2010-05-03 15:34:01	219
anthilldiameter	arufanov	1	Default	2010-05-03 15:34:05	219
anthillsmpp	arufanov	1	Default	2010-05-03 15:34:08	219
antlr3	ananelson	0	Developer	2010-05-03 15:34:11	219
antlr3	ohboyohboyohboy	1	Admin	2010-05-03 15:34:11	219
antwrap	kman	1	Default	2010-05-03 15:34:14	219
anvil	bdimcheff	0	Junior Developer	2010-05-03 15:34:18	219
anvil	byllc	1	Admin	2010-05-03 15:34:18	219
anvil	lancelot	1	Default	2010-05-03 15:34:18	219
anvil	mcphage	1	Admin	2010-05-03 15:34:18	219
anvil	wayneeseguin	1	Admin	2010-05-03 15:34:18	219
aor	and	1	Admin	2010-05-03 15:34:22	219
aor	imasho	1	Default	2010-05-03 15:34:22	219
ap4r	kato-k	1	Default	2010-05-03 15:34:25	219
ap4r	shino	1	Admin	2010-05-03 15:34:25	219
apacheconf	pyrat	1	Default	2010-05-03 15:34:29	219
apacheconfig	jhaynie	1	Default	2010-05-03 15:34:33	219
apachelogregex	weppos	1	Default	2010-05-03 15:34:36	219
apalo	rubiojr	1	Default	2010-05-03 15:34:40	219
apc	anildigital	1	Default	2010-05-03 15:34:44	219
ape	bitbckt	0	Senior Developer	2010-05-03 15:34:48	219
ape	calavera	1	Default	2010-05-03 15:34:48	219
ape	srt	1	Admin	2010-05-03 15:34:48	219
ape	timbray	1	Admin	2010-05-03 15:34:48	219
apetag	jeremyevans	1	Default	2010-05-03 15:34:51	219
api	chadfowler	1	Admin	2010-05-03 15:34:54	219
api	dblack	1	Admin	2010-05-03 15:34:54	219
api	tom	1	Default	2010-05-03 15:34:54	219
apicache	mloughran	1	Default	2010-05-03 15:34:58	219
apid4j	mazhao	1	Default	2010-05-03 15:35:01	219
apl	yedema	1	Default	2010-05-03 15:35:04	219
aplo	tec	1	Default	2010-05-03 15:35:07	219
apml	wbruce	1	Default	2010-05-03 15:35:12	219
apnserver	bpoweski	1	Default	2010-05-03 15:35:17	219
apotomo	nix	1	Default	2010-05-03 15:35:20	219
app	gerrit	1	Default	2010-05-03 15:35:24	219
app-config	merbjedi	0	Senior Developer	2010-05-03 15:35:29	219
app-config	oshuma	1	Default	2010-05-03 15:35:29	219
app-ctx	crux	1	Admin	2010-05-03 15:35:32	219
app-profiler	tylerrick	1	Default	2010-05-03 15:35:37	219
appcelerator	appcelerator	1	Default	2010-05-03 15:35:42	219
appcelerator	hamedh	1	Admin	2010-05-03 15:35:42	219
appcelerator	jhaynie	1	Admin	2010-05-03 15:35:42	219
appconfig	bill_eisenhauer	1	Admin	2010-05-03 15:35:46	219
appengine-gem	diminish7	1	Default	2010-05-03 15:35:49	219
appengine-jruby	ribrdb	1	Default	2010-05-03 15:35:52	219
appengine-jruby	woodie	0	Senior Developer	2010-05-03 15:35:52	219
appkernel	cowboyd	1	Admin	2010-05-03 15:35:56	219
applescript	cardmagic	1	Default	2010-05-03 15:36:01	219
application	jfreeze	1	Default	2010-05-03 15:36:06	219
appmath	ulrich	1	Default	2010-05-03 15:36:10	219
approach	konstantin	1	Default	2010-05-03 15:36:14	219
approvaltests	dangilkerson	1	Default	2010-05-03 15:36:19	219
appsdk	hamedh	1	Default	2010-05-03 15:36:22	219
appsta	edraper	1	Default	2010-05-03 15:36:27	219
appstore	jakimowicz	1	Default	2010-05-03 15:36:32	219
appswarm	cryptobeast	1	Admin	2010-05-03 15:36:36	219
appswarm	davidkamphausen	1	Default	2010-05-03 15:36:36	219
apptrain	jhensley2	0	Senior Developer	2010-05-03 15:36:40	219
apptrain	mblake	1	Default	2010-05-03 15:36:40	219
april	fyskij	1	Default	2010-05-03 15:36:45	219
apriori	jashmenn	1	Default	2010-05-03 15:36:49	219
apropos	akvallejos	0	Junior Developer	2010-05-03 15:36:54	219
apropos	jgeiger	0	Senior Developer	2010-05-03 15:36:54	219
apropos	stwigger	1	Default	2010-05-03 15:36:54	219
aprs	bensinc	1	Default	2010-05-03 15:36:58	219
apt	db-keen	1	Default	2010-05-03 15:37:03	219
apt-ruby	de9pak	1	Default	2010-05-03 15:37:08	219
aqtk	winebarrel	1	Default	2010-05-03 15:37:12	219
aquarium	deanwampler	1	Default	2010-05-03 15:37:15	219
ar-ado-adapter	rcalco	1	Default	2010-05-03 15:37:20	219
ar-browser	khamanaka	1	Admin	2010-05-03 15:37:24	219
ar-browser	s1041053	1	Default	2010-05-03 15:37:24	219
ar-cluster	gussan	1	Admin	2010-05-03 15:37:28	219
ar-cluster	imasho	1	Admin	2010-05-03 15:37:28	219
ar-cluster	inohei	1	Admin	2010-05-03 15:37:28	219
ar-cluster	takiuchi	1	Default	2010-05-03 15:37:28	219
ar-copyable	papipo	1	Default	2010-05-03 15:37:32	219
ar-customfields	jwthompson2	1	Default	2010-05-03 15:37:35	219
ar-dbslayer	harrisj	1	Default	2010-05-03 15:37:41	219
ar-delegation	daveverwer	1	Default	2010-05-03 15:37:45	219
ar-delegation	davidsmalley	0	Senior Developer	2010-05-03 15:37:45	219
ar-deque	gbauman	1	Default	2010-05-03 15:37:50	219
ar-dump	benmyles	1	Default	2010-05-03 15:37:54	219
ar-enumerable	mschuerig	1	Default	2010-05-03 15:37:58	219
ar-mimer	fral	1	Admin	2010-05-03 15:38:01	219
ar-mimer	olabini	1	Default	2010-05-03 15:38:01	219
ar-nb-pg	oldmoe	1	Default	2010-05-03 15:38:05	219
ar-paranoid	technoweenie	1	Default	2010-05-03 15:38:10	219
ar-query	francis	1	Default	2010-05-03 15:38:13	219
ar-revisioned	tcoulter	1	Default	2010-05-03 15:38:21	219
ar-searchable	scoop	1	Default	2010-05-03 15:38:26	219
ar-searchable	wilson	0	Senior Developer	2010-05-03 15:38:26	219
ar-searchable	zedshaw	1	Admin	2010-05-03 15:38:26	219
ar-timeline	bcc	1	Admin	2010-05-03 15:38:29	219
ar-timeline	dbussink	1	Admin	2010-05-03 15:38:29	219
ar-timeline	foeken	1	Admin	2010-05-03 15:38:29	219
ar-updatecounts	ooga	1	Default	2010-05-03 15:38:33	219
ar-validations	bounga	1	Default	2010-05-03 15:38:38	219
ar-versioned	technoweenie	1	Default	2010-05-03 15:38:41	219
arabica	martinpetrov	1	Admin	2010-05-03 15:38:45	219
araddconstraint	alancfrancis	1	Default	2010-05-03 15:38:50	219
araddconstraint	theory	1	Admin	2010-05-03 15:38:50	219
araltmongo	winebarrel	1	Default	2010-05-03 15:38:53	219
arbiter	brwill	1	Default	2010-05-03 15:38:57	219
arbs	duelin_markers	1	Admin	2010-05-03 15:39:00	219
arbs	jaycfields	1	Default	2010-05-03 15:39:00	219
arbypod	cocoamoe	1	Default	2010-05-03 15:39:04	219
arcadia	antonio-galeone	1	Admin	2010-05-03 15:39:07	219
arcallproc	tbehling	1	Default	2010-05-03 15:39:11	219
archaeopteryx	giles_bowkizzo	1	Default	2010-05-03 15:39:15	219
archeodata	fdiotalevi	0	Senior Developer	2010-05-03 15:39:19	219
archeodata	gif	1	Admin	2010-05-03 15:39:19	219
archeodata	iccatiro	1	Admin	2010-05-03 15:39:19	219
archeodata	minneapolis	1	Admin	2010-05-03 15:39:19	219
archeodata	paolodona	1	Admin	2010-05-03 15:39:19	219
archipelago	zond	1	God	2010-05-03 15:39:23	219
archive	accordionguy	0	Junior Developer	2010-05-03 15:39:28	219
archive	ajlb	0	Junior Developer	2010-05-03 15:39:28	219
archive	as400	0	Junior Developer	2010-05-03 15:39:28	219
archive	austin	1	Default	2010-05-03 15:39:28	219
archive	idispatch	0	Junior Developer	2010-05-03 15:39:28	219
archive	kiterat	0	Junior Developer	2010-05-03 15:39:28	219
archive	mikestok	0	Junior Developer	2010-05-03 15:39:28	219
archive	ouelong	0	Junior Developer	2010-05-03 15:39:28	219
archive	rsync	0	Junior Developer	2010-05-03 15:39:28	219
archive-tar	filefrog	1	Default	2010-05-03 15:39:31	219
archive-zip	javanthropus	1	Default	2010-05-03 15:39:35	219
archives	oksure	1	Default	2010-05-03 15:39:38	219
arcs	aure	1	Admin	2010-05-03 15:39:42	219
arcs	avni321	0	Senior Developer	2010-05-03 15:39:42	219
arcs	cnk	0	Senior Developer	2010-05-03 15:39:42	219
ardumper	blythedunham	1	Default	2010-05-03 15:39:47	219
arduous	timcowlishaw	1	Default	2010-05-03 15:39:51	219
arel	brynary	1	Default	2010-05-03 15:39:56	219
arext	lotswholetime	0	Senior Developer	2010-05-03 15:40:01	219
arext	zachdennis	1	Default	2010-05-03 15:40:01	219
arfparser	alexanderzeh	1	Admin	2010-05-03 15:40:04	219
arfparser	deanceulic	1	Admin	2010-05-03 15:40:04	219
arfparser	eco_assoc	0	Senior Developer	2010-05-03 15:40:04	219
arfparser	whaarrgh	0	Senior Developer	2010-05-03 15:40:04	219
arg	leesoft	1	Default	2010-05-03 15:40:08	219
argent	cjon	1	Default	2010-05-03 15:40:12	219
argible	mward	1	Default	2010-05-03 15:40:16	219
arid	jsgarvin	1	Default	2010-05-03 15:40:20	219
ariel	asb	1	Default	2010-05-03 15:40:24	219
arm-socs	bryceman	1	Default	2010-05-03 15:40:30	219
armailerservice	adzap	1	Default	2010-05-03 15:40:35	219
arming	eipipuz	1	Default	2010-05-03 15:40:39	219
armorsmith	loyolny	1	Default	2010-05-03 15:40:43	219
armory	nevir	1	Default	2010-05-03 15:40:48	219
arnesttransacts	laas	1	Default	2010-05-03 15:40:52	219
arperftoolkit	blythedunham	1	Default	2010-05-03 15:40:57	219
arpie	elven	1	Default	2010-05-03 15:41:00	219
arqueue	bvandenbos	1	Default	2010-05-03 15:41:03	219
array-statistic	publius	1	Default	2010-05-03 15:41:07	219
arrayclass	jtprince	1	Default	2010-05-03 15:41:12	219
arrayio	prosperity	1	Default	2010-05-03 15:41:15	219
arraysugar	salamancer	1	Admin	2010-05-03 15:41:19	219
arrrdoc	spicycode	1	Default	2010-05-03 15:41:23	219
arsecurity	scorpio_leon	1	Default	2010-05-03 15:41:28	219
arsh	jamez	1	Default	2010-05-03 15:41:33	219
arsqlserver	metaskills	1	Default	2010-05-03 15:41:37	219
arsqlserver2k	metaskills	1	Default	2010-05-03 15:41:42	219
arsqlserver2k5	metaskills	1	Default	2010-05-03 15:41:47	219
artisan	paragon	1	Admin	2010-05-03 15:41:51	219
artriggers	aaronp	1	Default	2010-05-03 15:41:55	219
artruby	deanh	1	Default	2010-05-03 15:41:59	219
arusarka	arusarka	1	Default	2010-05-03 15:42:04	219
as181920	as181920	1	Default	2010-05-03 15:42:08	219
as2documentor	s_hupalovich	1	Admin	2010-05-03 15:42:13	219
as3-puremvc	cyberfunk	1	Default	2010-05-03 15:42:18	219
as3spec	disinnovate	1	Default	2010-05-03 15:42:22	219
asakusarb	a_matsuda	1	Default	2010-05-03 15:42:26	219
asakusarb	maiha	1	Admin	2010-05-03 15:42:26	219
asakusarb	takiuchi	1	Admin	2010-05-03 15:42:26	219
asami	darren	1	Default	2010-05-03 15:42:29	219
asbo	jamesmead	1	Default	2010-05-03 15:42:34	219
ascianfr	ascianfr	1	Default	2010-05-03 15:42:37	219
ascianfr	flink	1	Admin	2010-05-03 15:42:37	219
ascianfr	virtualmice	1	Admin	2010-05-03 15:42:37	219
ascii85	drangon	1	Default	2010-05-03 15:42:42	219
asciify	levin	1	Default	2010-05-03 15:42:45	219
asf	leno_ig	1	Default	2010-05-03 15:42:50	219
asgfcache	denen99	1	Default	2010-05-03 15:42:54	219
asgoogleaccount	pperez333	1	Default	2010-05-03 15:42:58	219
asgooglegadget	faro00oq	1	Default	2010-05-03 15:43:02	219
aska	auser	1	Default	2010-05-03 15:43:07	219
asl	kou	1	Default	2010-05-03 15:43:11	219
asmxml	giancarlo	1	Default	2010-05-03 15:43:15	219
aspectr	bunny	1	Admin	2010-05-03 15:43:18	219
asproject	lukebayes	1	Admin	2010-05-03 15:43:21	219
assembler	sathish316	1	Default	2010-05-03 15:43:25	219
assert-dbqs	matthewrudy	1	Default	2010-05-03 15:43:29	219
assert2	phlip	1	Default	2010-05-03 15:43:34	219
assertions	designingpatts	1	Default	2010-05-03 15:43:37	219
assertions	janetleland	1	Admin	2010-05-03 15:43:37	219
assertions	tonystrauss	1	Admin	2010-05-03 15:43:37	219
assertunique	nbibler	1	Default	2010-05-03 15:43:41	219
assertvalid	sco	1	Default	2010-05-03 15:43:45	219
assertxpath	phlip	1	Default	2010-05-03 15:43:49	219
asset-compiler	jvoorhis	1	Default	2010-05-03 15:43:53	219
assetdb	viscous_liquid	1	Default	2010-05-03 15:43:58	219
assetminifier	we4tech	1	Default	2010-05-03 15:44:02	219
assetminifier	yeameen	1	Admin	2010-05-03 15:44:02	219
assignmenteval	juantar	1	Default	2010-05-03 15:44:07	219
assimiliberator	psy-q	1	Default	2010-05-03 15:44:11	219
assist	bduc	1	Default	2010-05-03 15:44:15	219
assistance	ciconia	1	Admin	2010-05-03 15:44:19	219
assistance	ezmobius	1	Admin	2010-05-03 15:44:19	219
assistance	ssmoot	1	Default	2010-05-03 15:44:19	219
assistance	tmm1	1	Admin	2010-05-03 15:44:19	219
assistance	wayneeseguin	1	Admin	2010-05-03 15:44:19	219
assistance	wycats	1	Admin	2010-05-03 15:44:19	219
assistr	pallton	1	Admin	2010-05-03 15:44:23	219
assit	averell	1	Default	2010-05-03 15:44:26	219
assoc-deleg	g_ogata	1	Default	2010-05-03 15:44:30	219
assoc-mgmt	sbellier	1	Default	2010-05-03 15:44:35	219
assocext	mschuerig	1	Default	2010-05-03 15:44:39	219
associations	csturm	1	Admin	2010-05-03 15:44:43	219
associations	rot	1	Default	2010-05-03 15:44:43	219
assocupload	robdor	1	Admin	2010-05-03 15:44:48	219
astable20	as181920	1	Default	2010-05-03 15:44:52	219
asterales	db-keen	1	Default	2010-05-03 15:44:57	219
asterisk-ruby	decandia50	1	Admin	2010-05-03 15:45:02	219
asterisk-ruby	mkomitee	1	Default	2010-05-03 15:45:02	219
astirik	jorgeuriarte	1	Default	2010-05-03 15:45:11	219
astockwatcher	fireinice	1	Default	2010-05-03 15:45:15	219
astro-algo	jppowers	1	Default	2010-05-03 15:45:18	219
astromoon	jsn	1	Default	2010-05-03 15:45:22	219
async-observer	krarick	1	Default	2010-05-03 15:45:26	219
async-observer	kristjan	1	Admin	2010-05-03 15:45:26	219
asyncmethods	bdurand	1	Default	2010-05-03 15:45:30	219
atac	atomist	1	Default	2010-05-03 15:45:34	219
atlasonrails	glenngillen	1	Default	2010-05-03 15:45:38	219
atom	binerdog	0	Senior Developer	2010-05-03 15:45:42	219
atom	martint	1	Default	2010-05-03 15:45:42	219
atomcore	keisukefukuda	1	Default	2010-05-03 15:45:47	219
atomearth	atomist	1	Default	2010-05-03 15:45:52	219
atomicobjectrb	alles	1	Admin	2010-05-03 15:45:56	219
atomicobjectrb	baconpat	1	Admin	2010-05-03 15:45:56	219
atomicobjectrb	crowley	1	Default	2010-05-03 15:45:56	219
atomicobjectrb	dcrosby42	1	Admin	2010-05-03 15:45:56	219
atomicobjectrb	dewind	1	Admin	2010-05-03 15:45:56	219
atomicobjectrb	fletcher	1	Admin	2010-05-03 15:45:56	219
atomicobjectrb	karlinfox	1	Admin	2010-05-03 15:45:56	219
atomicobjectrb	swieton	1	Admin	2010-05-03 15:45:56	219
atomicobjectrb	wsm66	1	Admin	2010-05-03 15:45:56	219
atomicobjectrb	zachdennis	0	Senior Developer	2010-05-03 15:45:56	219
atomizer	zbrimhall	1	Default	2010-05-03 15:46:01	219
atomlog	jcapote	1	Default	2010-05-03 15:46:05	219
atomos	raelity	0	Senior Developer	2010-05-03 15:46:09	219
atomos	technoweenie	1	Default	2010-05-03 15:46:09	219
atompp	soila	1	Default	2010-05-03 15:46:12	219
atompub	gerrit	1	Default	2010-05-03 15:46:16	219
atompubclient	kfahlgren	1	Admin	2010-05-03 15:46:21	219
atompublog	rhorvick	1	Default	2010-05-03 15:46:24	219
atomutil	cho45	1	Admin	2010-05-03 15:46:28	219
atomutil	lyokato	1	Default	2010-05-03 15:46:28	219
atomutil	secondlife	1	Admin	2010-05-03 15:46:28	219
atp	ibroadfo	1	Default	2010-05-03 15:46:32	219
atrm	lambert	1	Default	2010-05-03 15:46:35	219
attacheable	max_lapshin	1	Default	2010-05-03 15:46:40	219
attacheable	yaroslav	1	Admin	2010-05-03 15:46:40	219
attachr	attachr	1	Default	2010-05-03 15:46:43	219
attic	delano	1	Default	2010-05-03 15:46:48	219
attr-assign	wz0403	1	Default	2010-05-03 15:46:52	219
attr-enum	kmcd	1	Default	2010-05-03 15:46:56	219
attr-readonly	oordopjes	1	Default	2010-05-03 15:47:01	219
attr-splat	elliottcable	1	Default	2010-05-03 15:47:06	219
attrencrypted	shuber	1	Default	2010-05-03 15:47:09	219
attribute	ralph	1	Default	2010-05-03 15:47:13	219
attricel	foxers	1	Default	2010-05-03 15:47:16	219
audiocollectiv	ryanj	1	Default	2010-05-03 15:47:21	219
audioscrobbler	derat	1	Default	2010-05-03 15:47:25	219
augment	technomancy	1	Default	2010-05-03 15:47:29	219
aurita	fuchsto	1	Default	2010-05-03 15:47:33	219
aurora	mtodd	1	Default	2010-05-03 15:47:36	219
aurum	raimundox	1	Default	2010-05-03 15:47:40	219
auth-hmac	sgeo	1	Default	2010-05-03 15:47:45	219
auth-resource	joshaven	1	Default	2010-05-03 15:47:49	219
auth-typekey	mmangino	1	Default	2010-05-03 15:47:54	219
authentable	uggedal	1	Default	2010-05-03 15:47:57	219
authentication	bduc	0	Support Tech	2010-05-03 15:48:01	219
authentication	eric1234	1	Default	2010-05-03 15:48:01	219
authgasm	binarylogic	1	Default	2010-05-03 15:48:04	219
authlogic	binarylogic	1	Default	2010-05-03 15:48:07	219
authlogic-ldap	binarylogic	1	Default	2010-05-03 15:48:11	219
authlogic-oauth	jrallison	1	Default	2010-05-03 15:48:16	219
authlogic-oid	binarylogic	1	Default	2010-05-03 15:48:19	219
authorails	alexpescara	1	Admin	2010-05-03 15:48:23	219
authorization	docsavage	1	Default	2010-05-03 15:48:26	219
authorization	grempe	1	Admin	2010-05-03 15:48:26	219
auto	mguelker	1	Default	2010-05-03 15:48:31	219
auto-archived	beffa	1	Default	2010-05-03 15:48:35	219
auto-emo	edwardog	1	Default	2010-05-03 15:48:40	219
autobuild	lapinot	1	Default	2010-05-03 15:48:43	219
autocode	automatthew	1	Admin	2010-05-03 15:48:46	219
autocode	dyoder67	1	Default	2010-05-03 15:48:46	219
autocolumn	octoberdan	1	Default	2010-05-03 15:48:51	219
autodiscovery	pantulis	1	Default	2010-05-03 15:48:56	219
autodoc	edmundhighcock	1	Default	2010-05-03 15:49:01	219
autodoc-fortran	edmundhighcock	1	Default	2010-05-03 15:49:06	219
autodrop	noz	1	Default	2010-05-03 15:49:11	219
autoescape	olbrich	1	Default	2010-05-03 15:49:15	219
autofresh	airportyh	1	Default	2010-05-03 15:49:20	219
autograph	nstielau	1	Default	2010-05-03 15:49:25	219
autoitx3	daznerus	1	Default	2010-05-03 15:49:28	219
autom-proyectos	ejosafat	1	Default	2010-05-03 15:49:33	219
automateit	igal	1	Default	2010-05-03 15:49:36	219
automatic-fk	mlomnicki	1	Default	2010-05-03 15:49:39	219
automaton	toreriklinnerud	1	Default	2010-05-03 15:49:43	219
autometric	benburkert	1	Default	2010-05-03 15:49:47	219
autonotify	gfunk911	1	Default	2010-05-03 15:49:53	219
autopage	eiffelqiu	1	Admin	2010-05-03 15:49:57	219
autopilot	jamieorc	1	Admin	2010-05-03 15:50:01	219
autoreload	eto	1	Admin	2010-05-03 15:50:10	219
autoreload	etocom	1	Admin	2010-05-03 15:50:10	219
autospec	astone	1	Default	2010-05-03 15:50:14	219
autosprite	steveb321	1	Default	2010-05-03 15:50:19	219
autotagger	zilkey	1	Default	2010-05-03 15:50:24	219
autotask	topfunky	1	Default	2010-05-03 15:50:26	219
autotest-fse	svoop	1	Default	2010-05-03 15:50:30	219
autotest-growl	svoop	1	Default	2010-05-03 15:50:34	219
autotest-java	darrinholst	1	Default	2010-05-03 15:50:39	219
autotest-screen	yoshuki	1	Default	2010-05-03 15:50:43	219
autotestnotific	carlosbrando	1	Default	2010-05-03 15:50:46	219
autozest	lancelot	1	Admin	2010-05-03 15:50:51	219
autozest	wayneeseguin	1	Default	2010-05-03 15:50:51	219
autumn-leaves	riscfuture	1	Admin	2010-05-03 15:50:54	219
avant	antonio	1	Default	2010-05-03 15:50:59	219
avatar	gcnovus	1	Default	2010-05-03 15:51:03	219
aversa	teamikl	1	Default	2010-05-03 15:51:08	219
