#  file: sfRawDownloads2009-Jun.txt
#  package: sfRawData2009-Jun
#  description of file/package:
#
#  This package includes raw data files from our database of Sourceforge project 
#  information generated from the list of projects gathered on 2009-Jun
#
#  Raw data was inserted into database by running the scripts:
#  parseStats60.pl
#
#  ===IMPORTANT===
#  This particular file includes downloads data for each project. This info 
#  is summed from the daily download data for the previous 60 days.
#  ===============
#
#  Scripts & raw data available at http://ossmole.sourceforge.net
#  Scripts written by Megan Squire and contributed to the FLOSSmole project
#
#  This data is free and available for any use (afterall we just spidered it ;).
#  We do however request that those using the data in any published form provide 
#  a citation to: FLOSSmole Project (2004-2008) SourceForge Available at: 
#  http://ossmole.sourceforge.net
#
#  The SQL used to generate this data is as follows:
#
#  SELECT proj_unixname, sum(downloads) 
#  FROM `project_statistics_60` 
#  WHERE datasource_id=172
#  GROUP BY proj_unixname
#
#  description of columns:
#  proj_unixname: the name of the project at sourceforge (PK)
#  downloads: the sum of downloads for this 60-day period 
proj_unixname	sum(downloads)
blogsensible	0
blogsharp	0
blogsmanager	22
blogsnuke	0
blogson	0
blogspeak	5
blogstyle	0
blogsuite	0
blogsuy	0
blogthat	0
blogthing	0
blogthis	0
blogtk	414
blogtoday	0
blogtool	0
blogtools	0
blogtrader	0
blogtunes	2
blogue	0
blogule	0
blogum	5
blogunity	309
blogware	0
blogware-php	5
blogwelder	9
blogwiki	4
blogwrite	13
blogz	5
blogzilla	0
blogzone	0
blojax	0
blojsom	1338
blok	0
blokkal	70
blokken	16
bloko	0
blokz	0
blome	0
bloo	119
blood	1162
blood32	121
bloodai	0
bloodball	38
bloodbank	0
bloodbowlleague	14
bloodbowlwiki	0
bloodcounter	9
bloodcurse	0
bloodhound	0
bloodhound2	0
bloodhoundcrc	55
bloodlinetree	0
bloodmasters	0
bloodos	0
bloodplateletpo	0
bloodpurge	0
bloodrevival	0
bloods-crips	0
bloodshed	0
bloodspilot	13
bloodstone	0
bloodstream	0
bloodthirst	0
bloodwars2	0
bloody-vales	0
bloodybeard	0
bloodyear	0
bloodyjc	0
bloodymary	0
bloodymessmobil	0
bloodypascal	0
bloodywound	3
bloofox	77
bloogee	0
bloogizer	4
bloom	0
bloom-faster	0
bloomboard	0
bloomie	4
bloomingcqf	1
bloomnewscenter	0
bloop	0
bloopageddon	0
blooproman	0
blootbot	21
blooth	0
blop	197
blopplot	11
bloppy	5
blorbiter	111
blorple	37
blossom	5
blossym	0
blostec	21
blosxom	116
blot	6
blotter	8
blottosphere	0
bloutixwowemu	0
blowfiles	0
blowfish	0
blowfishapi	0
blowfishj	37
blowfishvhdl	118
blowgame	0
blowpass	25
blowpipe	0
blowpipeemail	0
blowpipesms	0
blox	36
blox-engine	0
blox-web	12
blox0r	4
bloxipwn	15
bloxornet	0
bloxos	3
bloxploitation	0
bloxx	5
bloxxi	2
bloxxml	0
bloys	0
blp	440
blpdb	3
blprotector	2
bls041206	0
blsom-pak	0
blt	1945
blt-3	0
bltables	0
bltk	43
bltoolkit	0
blu	2
blua	445
blubbcms	3
blubber	4
blubos	60
blue	86
blue-amarok	0
blue-blog	0
blue-c	43
blue-diamond	0
blue-hive	10
blue-project	0
blue-usu	51
blue-voting	0
blue128	0
blue22	0
blueadvertise	0
blueair	0
blueamp	6
blueangel2007	0
blueapple	0
bluebbs	0
bluebee	0
bluebery	8
bluebird	8
bluebirdplayer	0
bluebirdreports	0
bluebirdtwitter	0
bluebitlogic	0
blueblog	2
blueboard	0
bluebond	104
bluebong	0
bluebook	0
bluebottle	0
bluebox	1
blueboysis	0
bluebridge	0
bluebx	0
bluecerberus	0
bluechip-qms	0
blueclipse	1
bluecms	0
bluecodes	0
bluecom	0
bluecontrol	0
bluecove	3663
bluect	0
bluectrl	0
bluecube	15
bluedar	0
bluedater	0
bluedecode	2
bluediscover	0
bluediving	1341
bluedjgame	0
bluedoc	14
bluedot	0
blueduke	0
blueerp	642
blueetude	0
blueeyecms	8
blueeyeos	0
blueeyevc	0
bluefeather	0
bluefig	0
bluefire	0
bluefirecms	0
bluefish	2536
blueflops	402
bluefox	4
bluefractal	0
bluefunk	46
bluefusion	13
blueglass	0
bluegps	0
bluegrid	0
bluegum	0
bluehands	24
bluehell	14
bluehoc	97
blueice	13
blueide	107
blueideias	0
blueinfosystem	0
bluej	5
bluejade	18
bluejam	13
bluejant	1
bluejart	0
bluejaw	4
bluejax	0
bluejay-quest	0
bluejcheckstyle	132
bluejinx	0
bluejremote	0
bluekaffeine	22
blueleech	0
bluelinesms	0
bluelink	35
bluelinux	9
bluelist	14
bluelock	38
bluelog	8
bluelovers	13
bluelvm	24
bluemamba	12
blueman	0
bluemango	0
bluemantis	0
bluemapia	330
bluemarine	53
bluematrix	0
blueme	0
bluemgf	281
bluemodel	0
bluemodem	16
bluemoon-ircd	0
bluemote	0
bluemoyo	0
bluemp3control	20
bluemsx	9
bluemud	0
bluemusic	835
bluenews	1
bluenic	11
bluenote	57
bluenotetex	48
blueobelisk	0
blueonjop	0
blueoxygen	0
bluepad	2824
bluepalm2x	0
bluepath	0
bluephone	117
bluephoton	1
blueplanet	28
blueplayer	27
blueport	8
bluepov	0
blueprint	0
blueprintseve	0
blueproximity	1175
bluepulse	0
bluepumpkinproj	0
bluequartz	0
bluerc	58
blueremote	0
blueriver	2
bluerl	0
bluerock	0
bluerondo	0
bluerun	2
blues	1
blues-system	9
bluescan	62
bluescanner	2103
bluescreen	0
bluesea	13
bluesear	0
bluesearch	13
blueseaworld3d	0
blueserv	0
bluesfield	0
blueshare	0
blueshield	9
blueshift	48
blueshift-itc	0
blueshmuzeec	0
bluesite	0
bluesjam	0
bluesky	0
bluesky1	0
blueskycity	0
blueskygame	0
blueskytime	132
blueslider	1
bluesmash	89
bluesmiley	0
bluesmoke	63
bluesmssend	0
bluesnip	0
bluesnipe	0
bluesock	0
bluespark	2
bluesphere	1
bluespot	0
bluess	73
bluestar	11
bluestarengine	0
bluesteelsec	7
bluesvn	0
bluesync	1
bluetag	0
bluething	0
bluethunderlib	12
bluetooth	0
bluetooth-alsa	405
bluetooth-key	0
bluetooth-keyd	0
bluetooth8x	0
bluetoothadvert	0
bluetoothamp	0
bluetoothbasedu	0
bluetoothlogger	174
bluetoothstack	0
bluetrack	0
bluetracker	0
bluetrash	83
bluetuna	6
bluetunes	6
bluewalk	8
bluewaltercrm	0
bluewar	2
blueware	0
bluewater	30
bluewatercrm	0
bluewave	0
blueway	0
bluewhale	0
bluewhalecrm	61
bluewhaleplatfo	0
bluewindows	0
bluewire	0
bluewonder	107
blueworks	0
bluex	0
bluexare	0
bluexmlds	4
bluez	0
bluezip	83
bluezwalker	0
bluezync	1098
bluff	2
blui	17
blunt	0
blunyx	0
bluorb	0
blup	0
blupgrade	15
bluprint	69
bluprints	13
blur	0
blurayauthor	175
blurb	3
blurc	135
blurker	155
blurninator	5
blusa	7
bluse	0
bluspan	0
bluucms	36
bluvert	41
bluxte	0
blw	374
blz3cart	0
bm-analyze	0
bm-commons	0
bm-game	17
bm-itemoi	0
bm-milter	14
bm3d	0
bmachine	14
bmagic	127
bman	0
bmanager	0
bmaotter	0
bmap	1
bmap4j	26
bmarchiver	2
bmarks-portlet	97
bmarksportlet	46
bmat	0
bmawizard	0
bmayacal	0
bmb	0
bmbrendler	0
bmbsurveymanage	0
bmc	0
bmc-driver	5
bmcclt	8
bmcommerce	0
bmconverter-rb	0
bmcs	0
bmcsensors-26	163
bmdb	0
bmdbfcdx	8
bmdexpress	29
bme	0
bme-labor4	0
bme-uml2008	0
bmeai2007	0
bmelibpy	5
bmeps	942
bmezeus	0
bmfo	110
bmforum	247
bmgengine	0
bmh	738
bmht	0
bmi	0
bmi-calculator	15
bmi-j2me	55
bmichael	0
bmillenium	3
bmind	0
bmirt	0
bml	0
bmlife	0
bmm	0
bmo-cs	0
bmobile	0
bmonde	6
bmorse	0
bmp-itouch	92
bmp-mp4	6
bmp-nowplay	2
bmp-rss-feeder	31
bmp100	0
bmp2c	97
bmp2gbtile	2
bmp2glcd	60
bmp2html	1
bmp2phpfont	0
bmpbuilder	0
bmpconverter	21
bmpkafedra	0
bmpld	0
bmpseq	314
bmptestsuite	17
bmpx-dbus-joyst	7
bmrbpublic	0
bms	0
bmsave	0
bmsbookmarks	1
bmsp	0
bmsync	0
bmsystem	2
bmt	4
bmud	0
bmw	0
bmypeer	0
bnbt	138
bnbteasytracker	877
bnbtusermods	424
bncd	0
bnct	0
bnctimer	74
bncui	0
bncwi	55
bnd	0
bndev	103
bnetd	0
bnetmessenger	43
bnetprox	0
bnetutils	6
bnetwork	0
bnews	1
bnews-plus	238
bnf-for-java	173
bnf4ooo	0
bnfparser2	14
bnftool	20
bni-tools	5
bnirc	38
bnix	42
bnj	531
bnkb	0
bnl	0
bnm-fc	0
bnmapi	7
bnmoc	0
bnod	0
bnotepad	0
bnotes	209
bnpp	17
bnpredict	0
bnrt	29
bns	29
bnsm	0
bnsyslogdaemon	61
bnt	27
bnthelper	3
bntool	0
bnv4ukl	0
bnw	3
bnwebtools	0
bnx	0
bo-planets	1254
bo2k	8490
boa	371
boa-constructor	4831
boa-script	0
boadoc	0
boaedremake	30
boaf	0
boaj2me	0
boakeity	0
boar3d	0
board	7
board-collect	0
board3deportal	0
boardana	0
boardcad	0
boarddesktop	1
boarddots	2
boardfleets	103
boardfusion	0
boardgamebox	1
boardgameclasse	0
boardgameonline	0
boardgametool	30
boardprinter	0
boardsearch	2
boardsimlib	6
boardstatus	4
boardsurfer	0
boardwalk	0
boardwars	3
boardy	0
boardzillabbs	0
boastmachine	0
boat	0
boatrally	0
bob	5
bob-blog	0
bob-firewall	0
bob-music	1
bob-rheology	33
boba	0
bobbot	0
bobbyboard	0
bobcat	44
bobchat	0
bobik	0
bobjects	2
boblog	18
bobmarion	0
bobo-browse	21
bobobot	5
bobomail	86
bobopvs	0
bobox	0
bobr	0
bobs	127
bobs-sudoku	14
bobscape	0
bobsd	0
bobsknockout	6
bobslib	0
bobtail	0
bobthegame	0
bobup	12
bobw	2
bobware	9
bobws	0
boc	49
bocalendar	35
bocaobjectrelat	0
bocawindowsmvpf	0
bocca	0
bocciacountdown	0
bochs	24055
bochs-gdb	15
bochs2delphi	17
bocinas	0
bocra	15
bocrypto	6
boddah-portal	0
bode	0
bodebreaker	0
bodega	0
bodhi	0
bodington	143
bodo	0
bodr	42
bodyagent	0
bodybrainpre	0
bodybuilder	0
bodycount	6
bodyofmethods	0
bodypingpongmrk	4
bodysizevodb	0
boe-dcm	0
boee	0
boekenkast	0
boer	0
bof	21
bofeed	0
bofhman	1
bofhms	5
boforum	7
bog	0
bogart	0
boge	0
bogglejava	0
bogl	17
bogmog	0
bogo	0
bogofilter	1102
bogomips	9
bogosec	13
bogosoundz	0
bogotel	7
bohemia	8
bohsh	1
boiapi-dt	356
boikotta	0
boiler-plate	0
boiler-template	0
boilingsoul	0
boinc-stats-xsd	2
boincattachproj	0
boinccs	0
boincguardian	0
boinclivestats	3
boincmanager	0
boincmin	0
boincmon	0
boincoid	41
boincportable	24
boincstats	0
boinctoolbox	0
boinctop	26
boincutils	0
boincwapstats	6
boingowifitool	79
boingwm	0
boisjoli	1
boitata	0
bojangles	0
bokeron-script	1
bokux2d	3
bol	48
bol-game	0
bola	0
bolao	0
bolao-jorjao	0
boletoabhi	0
boletoja	0
boletolivre	0
boletools	0
boletophp	0
bolidataportal	0
bolinos	271
bolix	0
bolobattle	0
bolocraft	0
boloid	10
bolotron	0
bolprocessor	188
bolsa-trabajo	0
bolsamais	0
bolsanet	0
bolsaunix	0
bolsites	37
bolt	0
boltcontentman	6
boltfactory	509
boltonchalk	0
boltonspunchout	0
boltun	19
boltznet	0
bolvanfs	0
bolyar-chess	11
bom	44509
bom-check	0
bomail	0
bomb-h	0
bomb-mania	0
bomb3d	0
bomba	0
bombardier	0
bombardierinst	0
bombas	0
bomber	0
bomberasi	0
bomberballz	0
bomberclone	0
bomberinstinct	0
bomberj2me	0
bomberlan	0
bomberlike	0
bombermac	0
bombermancpp	0
bombermanja	0
bombermaze	0
bombers60	0
bomberux	0
bombic	0
bombic2	0
bombinet	0
bombinput	0
bombit	0
bombjack	0
bombman	0
bomborama	0
bombsproject	0
bombsquad	0
bombtown	0
bombu	0
bombus	0
bombyx	0
bombz	0
bomexcl	0
bomgag	0
bomgen	0
bomjpacket	0
bomns	0
bomplayer	0
bon23	0
bonaha	31
bonampak	5
bonanca	7
bonanza	0
bonappetit	0
bonbon	0
bonc	0
bond	5
bond-dns	0
bondedit	1
bonding	770
bondlog	6
bondspricer	17
bonecountyrp	0
bones	0
bonetracker	0
boneyard	5
bonezengine	11
bonfire	138
bonfireas3	7
bonforum	11
bongolipi	109
bongosurfer	44
bongosurfernet	0
bongoyo	8
bonjour	0
bonk	0
bonkenc	36723
bonkers	0
bonkey	217
bonky	0
bonneville	0
bonnie	250
bonnie64	0
bonniesuite	0
bonobo-draw	4
bonome	0
bonswing	0
bonwue	0
bonyclaw	0
bonza	0
bonzaiiblumwebs	0
bonzer1	0
bonzergate	5
bonzeye	0
bonzo	2
boo	3
boo-box-it	38
booby	127
booch95	80
boodler	0
boof	0
boofar	0
boogame	138
booggytk	0
boogie	0
boogiecms	0
boogiepants	0
boogiespell	0
booguu	0
booh	0
booibooi	0
book-a-book	0
book-man	0
book-timeline	0
book-tracker	0
book-worm	0
book4axis	0
book4j	0
bookalyze	20
bookamak	33
bookameeting	5
bookbase	17
bookblack	0
bookblog	113
bookbot	0
bookcase	0
bookcases	0
bookcatalog	0
bookcave	10
bookclub	0
bookcollectorj	0
bookdb	3
bookeep	0
bookendz	0
bookex	16
bookgears	58
bookhexor	1
bookies	0
bookimage	82
bookindex	12
booking	0
booking-cal	0
bookingapp	0
bookingcalendar	1408
bookingdesigne	0
bookingnownow	0
bookingsystem	0
bookingtool	0
bookins	0
bookinventory	0
bookity	0
bookkeeper	0
booklet	44
booklib	32
booklibman	0
bookman	6
bookmanager	0
bookmap	2
bookmark-let	0
bookmark-merge	3
bookmark-merger	26
bookmark4u	435
bookmarkadmin	0
bookmarkbackup	0
bookmarkeditor	4
bookmarker	0
bookmarkext	0
bookmarkgrabber	0
bookmarkholder	46
bookmarklah	0
bookmarkman	0
bookmarkr	0
bookmarkrescue	0
bookmarks	1
bookmarks-mgr	10
bookmarksii	0
bookmarkstogo	0
bookmarksync	84
bookmarksyncng	0
bookmarksyncro	0
bookmarkthis	0
bookmate	0
bookpatron	0
bookpiles	120
bookprovision	0
bookr	22325
bookreader	6
books	0
books-macosx	232
books-manager	0
books-plus	8
books2burn	1476
bookscanlib	0
bookself	0
bookshelf	2973
bookshop	0
bookshopxyz	0
booksim	0
bookskept	3
bookspro	0
bookstall	8
bookstore	0
bookstoredotnet	0
booksync	11
booktravel	25
bookular	0
bookware	0
bookworm	0
bookwormania	0
bookwriter	0
bookwurm	0
bookwyrm	0
booky1	0
bool	0
bool-expr-solve	112
bool-goat	1
boolgame	0
boologic	1
boom	0
boom4	0
boom9	0
booman	0
boombitclient	3
boomboomvroom	0
boombot	43
boombox	158
boomcms	0
boomerang	6860
boomerangerp	0
booml	0
boomrang	0
boomwar	63
boondock	0
boone	0
boonex-dolphin	221
booosta	32
boop	95
boos	5
booserver	0
boost	87932
boost-extension	2
boost-extras	19
boost-graph-py	17
boost-log	0
boost-sandbox	21
boost4psp	16
boostblog	0
boostcstream	0
boostcvpr	24
boostcxx	0
boosteda	0
boostedsc2	0
boostest	0
boostlog	0
boostmm	0
bootboy	0
bootcamp	0
bootchart	968
bootd	30
bootdisk	3
bootdisk-howto	9
boote	333
bootfilecreatio	0
bootfw	0
bootfx	18
boothbox	355
bootimg	0
bootinfoscript	1546
bootlegmanager	0
bootloaderonthe	0
bootman	4
bootpdnis	6
bootretarder	242
bootsagem	2
bootscore	11
bootsectoros	3
bootset	0
bootsplash	12
bootster	0
bootstrap	0
bootstrapper	100
bootutils	107
bootymod	0
boox	12
booya	0
booze	0
bop	9
bop-paypal	9
bope	0
bopfw	0
bophpf	0
bopm	11
boptidoop	0
boqueron	0
bor	0
borage	0
boranengine	0
borax	11
borbmanger	51
borcvs	64
bordeaux	0
bordercore	0
borderflow	0
bordergen	0
borderless	0
borderless-qc	0
bordnet	0
bore	1
boreal	0
borealisengine	0
boredblog	0
boredboard	0
boredfunctions	0
boredz	0
borer	0
borf	0
borg	2
borg-asm	4
borg-calendar	2109
borg-proxy	1
borg9	3
borges	0
borges-dms	34
borgmind	0
borgrapid	0
borgshare-p2p	7
borgworks	1
borgxdcc	1
boring-sudoku	0
borja	0
bork	55
borkbot	0
borkclan	0
borkerexec	0
borknet-dev-com	0
borlandchatbot	1
bormoria	0
bornayuan	0
borneariane	0
borobudur	0
borplan	0
borrower	0
bors	0
borsudoku	149
borsuk	0
bortbrowse	6
borys	0
bos	127
bos-code	2
bos-groupware	0
bosar	0
bosc	1
bosco	135
boscop	0
bosgcs	19
bosh	104
bosl	0
bosnian-nlp	0
boson	1017
bosphorus	0
bosplayer	9
bosquenegro	2
boss	5
boss-java	0
boss-synth	148
boss9000	0
bossarmos	0
bosscaster	0
bossdev-shop	0
bosskeyjnotegui	0
bosslibrary	2
bossman	36
bossogg	111
bosstcp	4
bossxo	0
bostech-cbesb	34
bot	0
bot-framework	31
bot-msn	0
bot-trap	0
bot-tutorial	13
bot2c	0
bot2d	0
botanicalvis	0
botb	0
botblizzard	0
botbox	2
botbuild	0
botbuild6	0
botchagalupe	0
botcodewiki	0
boteli	0
botever	0
botfr	0
botfrenzy	6
bothans	0
botija	0
botix	3
botkiller	0
botkip-py	0
botl	0
botlogger	0
botmania	5
botnet	238
botnetmon	0
botoptimizer	0
botoseis	59
botox	0
botp2004	30
botphpirc	0
botsatac	0
botsgame	19
botshark	0
botsnscouts	292
botspokerroom	0
botsuit	83
botsystem	69
bott-800	0
bottd	199
botten	0
bottix	0
bottlecap	0
bottleimp-mama	0
bottlekap	0
bottleneckmngt	0
bottomline	8
bottool	3
bottor	0
bottrapx-bottra	12
botty	0
botulin	1
botux	0
botwars	5
botworx	11
botzilla	0
botzo	0
boucherot	2
boudoin	2
boulderdash	0
boulderdashmorg	0
boulderlabview	0
boule	16
boulevard	0
bouml	19676
bounce	106
bounce-balls	0
bounce-me-buddy	0
bounce-wars	0
bouncebb	0
bouncefw	0
bouncemailmgr	0
bouncer	13
bouncer-xbox	0
bouncergame	0
bouncespam	1
bouncethis	9
bouncingform	35
boundalyzer	6
boundary	0
bounder	24
boundschecking	138
bountyxp	7
bounzor	2
bouquet	7
bourriquet-aos	0
bourse001	0
boursgest	0
boursofoolio	0
boursowatch	5
boursoxls	0
boustrophedon	63
boutik	0
boutonsane	0
boutscoretime	2
bova	0
bovineos	0
bow	0
bowae	0
bowen-dxmp	2
bower	1
bowkore	0
bowlendar	0
bowlingdb	22
bowlingwh	0
bowml	2
bowsense	0
bowser	3
bowsim	0
bowtie-bio	1610
bowtieframework	0
bowx	0
box-bashoverxmp	0
box-stuffer	1
box20	0
box2d	4822
box2d-js	305
box2dflash	4206
box2dsandbox	36
boxalot	0
boxbackup	199
boxc	72
boxcar	0
boxcms	0
boxcode	0
boxcomp	0
boxcount	6
boxcrypt	0
boxedge	0
boxedirc	91
boxen	0
boxenircu	0
boxenv	0
boxes	31
boxfit	11
boxgame	0
boxi	105
boxir2xmluniver	0
boxit	254
boxman	13
boxp	1777
boxphreak	10
boxplay	0
boxshade	163
boxsharp	0
boxshot	72
boxsocial	0
boxspline2d	3
boxsql	3
boxstar	3
boxworld2	0
boxworld2mobile	0
boxxmon	0
boy	49
boyaviotorsaudi	0
boyeeediter	0
boyle	0
boyscoutmanager	0
bozhiteli	0
bozos	0
bozzbin	0
bp-cms	0
bp-cms-commons	213
bp-timekeeper	0
bp2k6	8340
bp2ps	0
bp4ip	0
bpaccess	15
bpalogin	28
bpanna	6
bparameter	3
bpaste	0
bpb	0
bpc	67
bpclientd	1
bpcommon	0
bpdf	106
bpe	3
bpeclipse	0
bpedit	0
bpeditor	134
bpel-logger	4
bpel-net	0
bpel2yawl	0
bpel4j	0
bpel4p4j	0
bpel4people	0
bpel4ws2owls	18
bpelj	0
bpelunit	11
bpetool	34
bpex	16
bpfat	12
bphilcal	1
bpishc	0
bpkit	5
bpl	0
bplay	0
bplayer	2
bplex	5
bplhopb	0
bplog	58
bplus-tree	0
bplus-tree-sim	0
bplusdotnet	268
bpm	0
bpmagic	4
bpmail	3
bpmanager	11
bpmatch	0
bpmcalc4amarok	20
bpmdesigner	0
bpmdetect	222
bpmdj	141
bpml	22
bpmmeter	30
bpmn-ride	0
bpmnpop	738
bpmportal	0
bpms	0
bpmscript	60
bpmspace	184
bpmsuite	10
bpnpp	0
bpobject	0
bpowerd	11
bpp	1
bpquotes	0
bpractitioner	0
bproc	79
bprocessor	35
bpros	0
bprs	0
bps	0
bpsblackjack	25
bpsce	0
bpscripts	0
bpsgraphics2d	4
bptree	0
bpu	0
bpwd	0
bpwj	42
bpws	6
bpx	62
bpxs	0
bpygui	0
bpynorma	0
bqcollector	0
bqlr	0
bqos	0
br-api	0
br-gaia	0
br-gogo	0
br1ckt00l	0
br3-obd2	39
bra	4
brabosphere	86
brace	13
braceletdesign	0
bracket	0
bracket-tracker	109
bracketbuilder	39
bracketology	0
brackets	3
brackettool	0
brad	0
bradabra	29
bradley	3
bradob	0
bradypus	0
braemar	0
braesil	0
brag	193
brage-cm	192
bragi	0
brago	2
bragpal	0
brahma	49
brahma-fx	98
brahma-ray	0
brahmi	801
brahmi-mail	0
brahms	347
braid	21
braifo	2
brailleamp	0
braillecodes	0
brailletutor	0
brain	8
brain-boost	0
brain-game	8
brain-reader	0
brain-wars	4
brainblast	29
brainblend	0
brainbox	70
brainbug	0
braincache	0
braincalc	0
braincells	0
braincirc	4
braincpp	0
braincrack	10
braincurses	17
braindamage3d	0
braindead	0
braindump	38
brainex	0
brainflow	0
brainflux	0
brainfolding	2
brainfoo	4
brainfx	13
braingain	0
brainiac	0
brainiacweb	0
brainlab	0
brainless	0
brainlibs	0
brainlink	15
brainnet	0
brainnt	8
brainparty	17
brainplus	0
brainpunch	0
brainrelax	9
brainrss	0
brainsquash	7
brainstamp	6
brainstimulizer	11
brainstorm	0
brainstraindbg	1
brainterrace	0
braintop	8
brainviewer	0
brainware	3
brainwash	20
brainwaves	0
brainworkshop	5150
brainypdm	30
braiter	0
brakerelease	0
brakoroboto	0
bramble	0
brams	0
branchseeker	5
brandmaker	0
brandy	44
brandywine1	0
branscan	0
brantbots	0
brapi-java	0
brapster	0
braque	0
brasilip	0
braslib	37
brasnerd	13
braspect	0
brassgame	0
brasstacks	0
bratenfett	0
bratsproc	5
braun	33
braveat	0
braveheart	0
bravenewworld	1
bravenger	8
bravobrazil	0
bravocal	0
bravocms	0
brawl	5
brawlonline	0
brawnyplayer	0
brazier	0
brazilcart	0
brazilfw	6985
braziltrader	0
braziltraduz	0
brazu	0
brazucanetcontr	77
brc	7
brc-central	0
brcluster	51
brcm6345-linux	0
brconfig	0
brcontrol	29
brdn	0
bre-revised	0
bre4j	0
breach	4
breachguard	0
bread	78
breadbox	0
breadcrumbemacs	34
breadshttpserv	23
breakalert	3
breakanoid	0
breakaway	171
breaker10	0
breakevilaxis	0
breakinguard	11
breakish	3
breakit	15
breakjava	0
breakout	26
breakoutgdi	0
breakreminder	14
breakthehouse	5
breakwater	0
breakxpress	0
breathe	0
breatheeasy	0
breathoffantasy	0
breathpacer	4
breed	4
breem	74
breeze	0
breeze-cms	18
breezedev	4
breezeone	14
breezescp	0
breezle	0
breezy	3
brein	0
brej	1
brejkout	0
brekiccnetutils	12
bremote	27
bren	97
brennermd	22
brephp	0
breplibrary	23
breport	0
bret	9
bretagne	0
bretools	0
bretus	0
breve	0
brevity	2
brevus	0
brew-app-djb	7
brew-session	0
brewaim	0
brewback	0
brewblogger	107
brewbot	0
brewcalc	4
brewcompetition	0
brewersidekick	0
brewery	0
brewingbuddy	0
brewj	0
brewmaster	0
brewnix	80
brewprofiler	0
brewsta	136
brewster	0
brewthology	20
brexx	0
brfint	0
brflinux	3
brflog	12
brfw	0
brgtoolkit	0
brgui	0
briam	1
brian	195
brian-d-foy	99
briandiscoveryp	0
briareo	0
briareos	0
bribble	195
bric-template	0
brick	0
brick-cms	0
brick-xml	0
brickandorra	157
brickbreak	0
brickclean	0
brickcombat	0
brickdraw3d	6
brickinv	0
brickit	13
brickivitz	0
bricklayer	2
bricklayer-perl	3
brickmonkey	0
bricknewton	4
brickoak	1
brickoids	8
brickoo	16
brickout	0
bricks	4
bricks-os	22
bricks4j	0
bricksgame	21
bricksmith	3166
brickstrike	1
bricksviewer	151
bricktalk	3
brickweb	0
brico	0
bricspe	0
brictus	0
bricxcc	7051
bridge	7146
bridge-studio	128
bridge6	0
bridgecanbee	0
bridgecon	0
bridgedb	3
bridgeframework	0
bridgekeyinvent	0
bridgenet	0
bridgesim	0
bridgeskill	0
bridgestudio	30
bridgetools	0
bridgetown	0
bridgetulipogdf	0
bridgetun	2
brieftaube	0
brigade	11
bright	0
brightconsult	0
brightd	0
brightdmx	0
brightlight	0
brightlitecms	0
brightmoo	4
brights-acorn	0
brightside	0
brightstar	0
brightstarswebs	13
brihaspati	175
brije	0
brikwars	159
brikx	44
brilliant-bingo	15
brilliantcms	0
brilliantportal	1
brillouin	13
brim	556
brimstone	0
brinkofwar	0
briolette	0
brioscripts	0
brisc	103
briscola	0
briscolan	0
briscolona	0
briscolone	0
briskas	3
briskola	0
briskula	0
bristol	1635
brit-thesaurus	59
brite	0
britelysched	0
britney	0
britonia	0
britrock-games	0
brittlebullet	0
brix	6
brix-os	48
brkt	0
brl	105
brlix	0
brltex	1
brm	0
brmabench	3
brmyphp	0
bro-tools	5
broadbander	0
broadbnd-manage	0
broadcast	0
broadcastbeacon	0
broadcasterlive	0
broadcastfiletr	0
broadcastgl	0
broadcastorasql	12
broadcastplanne	0
broadcasttvxml	1
broadcatcher	0
broadleaf	0
broadsnatch	0
broadway	0
brocade	0
broccoli	0
broccoli-lang	2
brockmaestro	0
brocolli	0
broke-aid	0
brokemovies	0
brokenfinger	87
brokensoul	0
brokensteven	18
brokenwing	8
broker	0
brokeradapter	7
brokeresb	0
brokerframework	0
brokerj2me	27
brokermanager	0
brombelcal	46
bromo	8
broodware	0
brook	351
brooklyn	0
brookplus	0
broscanreporter	0
brossmpp	0
brother-mfc	22
brotherjonathan	136
brouzer	5
browlser	0
browmander	0
brownbuffalo	0
brownrpg	0
brownstonepdx	0
browscap-ini	3
browse	3
browse-2007	0
browseazureus	4
browsebyquery	62
browsecaster	0
browsecd	11
browsecvs	7
browseftp	33
browseiteclipse	0
browsemonkey	37
browser	19
browser-windows	0
browser3d	32
browser4minigui	132
browserbookapp	144
browserbox	0
browsercommunic	0
browsergame-gof	0
browserget	15
browserhack	0
browserik-3d	0
browserkit	0
browserlaunch2	349
browserlib	0
browsermmorg	0
browsernet	8
browsero	0
browsershots	1173
browserswitcher	11
browserunit	1
browserv2	158
browsur	0
browzilla	0
broxy	36
brozz87	0
brp	7
brp-pacu	239
brpgtt	0
brproject	163
brrapi	18
brrun	0
brs	0
brswitcher	0
brt	0
brtool	9
bruce	0
bruinbot	0
bruisedfruit	0
bruiser	3
brukt	0
brules	0
brultechecm1220	0
brume	390
brumtab	0
brunhilde	2
brunn	0
brunsfair	0
bruread	0
brush	0
brushme	10
brushviewer	0
brushwave	0
brutalchess	6965
brutalis	18
brutalp	0
brute	0
brute2	30
bruteblock	1
brutefirdrc	45
bruteforcer	584
brutenet	33
brutesque	0
brutesshd	2
brutez	15
bruther	0
brutus	5
brutus-ids	21
brv-dev-tools	28
brwebscriptingb	9
brx	0
brxmlio	3
bryantca577	0
bryar	0
brynhild	0
